,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption
1441,5.223,10.074,0.885,59.26,0.593,-0.284,0.933
1442,5.619,10.125,0.882,59.84,0.643,-0.305,0.924
1443,5.158,10.044,0.908,60.42,0.617,-0.283,0.954
1444,5.385,10.087,0.909,61.0,0.613,-0.296,0.937
1445,5.389,10.129,0.883,61.42,0.626,-0.279,0.935
1446,5.621,10.166,0.901,61.84,0.609,-0.293,0.938
1447,5.537,10.182,0.881,62.26,0.661,-0.289,0.934
1448,6.037,10.171,0.932,62.68,0.744,-0.265,0.869
1449,5.996,10.149,0.924,63.1,0.685,-0.171,0.913
1450,5.855,10.149,0.911,63.5,0.714,-0.181,0.925
1451,5.579,10.166,0.896,63.9,0.731,-0.145,0.862
1452,5.514,10.191,0.909,64.3,0.729,-0.147,0.865
1453,5.441,10.205,0.91,64.7,0.715,-0.116,0.848
1454,5.495,10.162,0.887,65.1,0.714,-0.071,0.823
1456,4.363,7.239,0.486,53.04,0.752,0.017,0.286
1457,4.03,7.273,0.559,54.62,0.766,-0.001,0.41
1458,4.097,7.369,0.57,56.82,0.829,-0.039,0.161
1459,3.333,7.428,0.637,57.44,0.835,-0.012,0.081
1460,3.466,7.449,0.75,58.06,0.904,-0.028,0.117
1461,3.596,7.484,0.748,58.68,0.894,-0.023,0.078
1462,3.483,7.544,0.678,59.3,0.908,0.025,0.095
1463,3.333,7.576,0.665,59.9,0.911,0.025,0.159
1464,3.108,7.588,0.517,60.5,0.908,0.051,0.214
1465,3.561,7.644,0.616,61.1,0.924,0.057,0.164
1466,3.268,7.708,0.489,61.7,0.869,0.064,0.168
1469,6.811,10.722,0.823,64.04,0.532,-0.022,0.508
1470,6.148,10.673,0.921,64.22,0.639,-0.11,0.445
1482,4.417,7.881,0.76,53.38,0.736,-0.051,0.805
1483,4.68,7.903,0.718,54.06,0.698,-0.002,0.827
1484,4.683,7.916,0.756,54.74,0.612,-0.03,0.879
1485,4.335,7.909,0.81,55.42,0.557,-0.036,0.918
1486,4.372,7.917,0.76,56.1,0.777,-0.077,0.851
1487,3.834,7.904,0.602,56.56,0.641,-0.16,0.87
1488,3.669,7.926,0.711,57.02,0.668,-0.036,0.852
1489,3.647,7.926,0.823,57.48,0.636,-0.052,0.837
1490,4.395,7.961,0.856,57.94,0.692,-0.045,0.7
1491,4.617,7.995,0.702,58.4,0.72,-0.111,0.765
1492,4.595,8.029,0.839,58.8,0.744,-0.086,0.794
1493,4.683,8.072,0.744,59.2,0.687,-0.044,0.825
1494,4.769,8.106,0.739,59.6,0.629,-0.074,0.805
1495,5.489,8.13,0.688,60.0,0.759,-0.019,0.796
1496,4.75,9.532,0.844,65.6,0.453,-0.165,0.905
1497,4.38,9.568,0.77,66.0,0.373,-0.178,0.961
1498,4.461,9.579,0.726,66.2,0.463,-0.17,0.965
1499,4.815,9.607,0.773,66.36,0.44,-0.185,0.977
1500,5.155,9.605,0.819,66.52,0.461,-0.13,0.952
1501,5.102,9.638,0.828,66.68,0.533,-0.1,0.908
1502,5.113,9.627,0.783,66.84,0.532,0.072,0.912
1503,5.318,9.649,0.816,67.0,0.546,-0.062,0.859
1504,5.753,9.688,0.895,67.4,0.614,-0.068,0.89
1505,5.122,9.713,0.884,67.8,0.685,-0.077,0.851
1506,5.936,9.762,0.853,68.2,0.74,-0.1,0.864
1507,6.241,9.808,0.903,68.6,0.753,-0.04,0.813
1508,6.042,9.788,0.852,69.0,0.843,0.149,0.824
1509,3.628,7.136,0.561,40.3,0.679,0.101,0.836
1510,3.585,7.187,0.686,41.2,0.72,0.248,0.83
1511,2.997,7.215,0.591,42.1,0.716,0.148,0.925
1512,4.134,7.254,0.812,43.9,0.726,0.012,0.91
1513,4.502,7.292,0.782,44.32,0.77,0.005,0.855
1514,4.514,7.577,0.708,45.16,0.72,-0.071,0.856
1515,4.5,7.6,0.869,45.58,0.681,0.034,0.786
1516,4.909,7.347,0.611,46.0,0.624,0.05,0.825
1517,4.733,7.384,0.657,47.6,0.681,0.106,0.863
1518,4.09,7.404,0.652,49.2,0.711,0.079,0.848
1519,4.306,7.417,0.65,50.8,0.716,0.095,0.856
1520,3.447,7.449,0.611,52.4,0.718,0.074,0.874
1522,6.834,11.212,0.921,73.9,0.867,0.293,0.064
1523,6.642,11.178,0.845,74.2,0.661,0.046,0.066
1524,6.145,11.149,0.866,74.5,0.776,-0.075,0.035
1525,6.531,11.267,0.864,74.8,0.846,-0.018,0.06
1526,6.561,11.307,0.904,75.02,0.822,-0.149,0.099
1527,6.533,11.357,0.808,75.46,0.827,0.115,0.242
1528,7.062,11.383,0.822,75.68,0.835,0.154,0.133
1529,6.62,11.4,0.866,75.9,0.887,0.15,0.099
1530,6.033,11.419,0.925,76.2,0.904,0.143,0.047
1531,6.378,11.461,0.897,76.5,0.926,0.136,0.162
1532,6.375,11.49,0.903,76.8,0.916,-0.066,0.097
1533,6.378,11.486,0.925,77.1,0.938,0.027,0.07
1534,5.265,10.015,0.954,66.0,0.542,-0.05,0.946
1535,6.052,10.169,0.92,66.8,0.636,-0.101,0.907
1536,5.945,10.196,0.917,67.04,0.727,0.01,0.907
1537,5.911,10.213,0.926,67.28,0.62,-0.028,0.907
1538,5.937,10.218,0.909,67.52,0.598,-0.051,0.915
1539,6.139,10.244,0.924,67.76,0.635,-0.126,0.914
1540,6.162,10.291,0.943,68.0,0.587,-0.128,0.928
1541,5.993,10.31,0.945,68.3,0.7,-0.061,0.917
1542,6.366,10.339,0.913,68.6,0.714,-0.055,0.92
1543,6.235,10.376,0.922,68.9,0.758,-0.167,0.91
1544,6.243,10.398,0.933,69.2,0.771,-0.129,0.926
1545,6.519,10.332,0.954,69.5,0.762,-0.075,0.901
1546,5.811,10.403,0.936,68.0,0.936,0.043,0.708
1547,5.83,10.41,0.919,68.9,0.896,-0.019,0.804
1548,6.083,10.419,0.917,69.2,0.896,0.029,0.845
1549,6.036,10.426,0.931,69.4,0.907,-0.025,0.893
1550,6.063,10.397,0.925,69.6,0.904,-0.02,0.891
1551,5.975,10.385,0.932,69.8,0.89,0.036,0.918
1552,5.678,10.412,0.908,70.0,0.888,0.052,0.909
1553,5.741,10.433,0.901,70.2,0.896,0.008,0.892
1554,5.937,10.463,0.934,70.5,0.904,-0.055,0.838
1555,6.167,10.509,0.928,70.8,0.921,-0.025,0.829
1556,6.249,10.546,0.941,71.1,0.942,-0.119,0.839
1557,6.665,10.563,0.949,71.4,0.945,-0.102,0.785
1558,6.462,10.478,0.953,71.7,0.958,-0.081,0.797
1567,5.204,9.426,0.788,48.64,0.69,-0.158,0.859
1568,5.346,9.444,0.81,49.26,0.749,-0.095,0.866
1569,5.218,9.414,0.877,49.88,0.739,-0.154,0.904
1570,4.652,9.43,0.917,50.5,0.739,-0.202,0.791
1571,4.931,9.447,0.858,51.46,0.835,-0.154,0.819
1572,5.134,9.453,0.907,52.42,0.59,-0.163,0.838
1573,3.661,9.461,0.839,53.38,0.714,-0.077,0.8
1574,4.828,9.464,0.881,54.34,0.794,-0.117,0.82
1575,4.887,9.46,0.898,55.3,0.862,-0.127,0.853
1576,4.77,9.45,0.875,55.7,0.774,-0.07,0.813
1577,4.514,9.45,0.87,56.1,0.787,-0.129,0.865
1578,4.884,9.444,0.841,56.5,0.753,-0.05,0.841
1579,5.035,9.432,0.848,56.9,0.738,-0.134,0.82
1580,4.947,9.332,0.891,57.3,0.757,-0.015,0.912
1581,5.332,10.31,0.775,70.2,0.715,-0.052,0.799
1582,5.767,10.361,0.827,70.5,0.656,-0.059,0.803
1583,5.39,10.383,0.754,70.8,0.524,-0.102,0.771
1584,5.648,10.386,0.811,71.1,0.6,-0.096,0.787
1585,6.116,10.447,0.816,71.4,0.677,-0.033,0.752
1586,6.947,10.475,0.809,71.66,0.682,-0.048,0.827
1588,5.959,10.52,0.797,72.18,0.642,-0.05,0.832
1589,5.801,10.546,0.738,72.44,0.623,-0.043,0.834
1590,5.78,10.568,0.768,72.7,0.616,-0.036,0.841
1591,5.971,10.593,0.811,73.0,0.591,0.026,0.862
1592,5.874,10.621,0.807,73.3,0.538,0.014,0.851
1593,5.84,10.643,0.798,73.6,0.6,-0.089,0.797
1594,5.903,10.661,0.783,73.9,0.706,-0.055,0.718
1595,5.793,10.648,0.808,74.2,0.711,-0.106,0.665
1601,6.995,10.587,0.957,72.06,0.782,-0.093,0.784
1602,7.294,10.579,0.948,72.34,0.834,-0.15,0.683
1603,6.199,10.532,0.929,72.62,0.749,-0.127,0.798
1604,6.188,10.529,0.95,72.9,0.796,-0.138,0.84
1605,6.518,10.518,0.944,73.02,0.819,-0.122,0.846
1606,6.291,10.487,0.937,73.14,0.755,-0.059,0.844
1607,6.15,10.476,0.929,73.26,0.759,-0.101,0.916
1608,6.456,10.492,0.948,73.38,0.738,-0.028,0.854
1609,6.381,10.531,0.956,73.5,0.732,-0.072,0.822
1610,6.319,10.56,0.942,73.8,0.768,-0.048,0.819
1611,6.23,10.586,0.903,74.1,0.756,-0.032,0.791
1612,6.513,10.605,0.91,74.4,0.722,-0.075,0.777
1613,6.457,10.618,0.949,74.7,0.778,-0.049,0.73
1614,6.502,10.488,0.935,75.0,0.783,-0.121,0.73
1615,4.345,8.912,0.864,65.78,0.724,0.062,0.838
1616,4.415,8.97,0.838,65.86,0.736,0.11,0.847
1617,4.431,9.021,0.816,65.94,0.834,0.163,0.861
1618,4.212,9.049,0.83,66.02,0.799,0.306,0.69
1619,3.977,9.119,0.814,66.1,0.738,0.259,0.769
1620,4.181,9.193,0.842,66.2,0.823,0.145,0.76
1621,4.225,9.279,0.824,66.3,0.8,0.161,0.823
1622,4.365,9.305,0.809,66.4,0.834,0.268,0.842
1623,4.268,9.344,0.805,66.5,0.868,0.299,0.791
1624,4.612,9.383,0.863,66.6,0.902,0.319,0.859
1625,4.331,9.44,0.823,67.0,0.827,0.094,0.844
1626,4.435,9.462,0.833,67.2,0.859,0.106,0.856
1627,4.213,9.479,0.815,67.4,0.824,0.051,0.863
1628,4.455,8.106,0.911,53.7,0.71,0.077,0.701
1629,4.435,8.076,0.855,54.0,0.648,-0.04,0.737
1630,4.314,8.204,0.818,54.28,0.583,-0.024,0.663
1631,4.55,8.296,0.813,54.56,0.412,-0.056,0.734
1632,4.139,8.317,0.811,55.12,0.39,-0.063,0.794
1633,6.269,9.797,0.797,62.24,0.885,-0.077,0.751
1634,4.867,8.94,0.837,40.808,0.607,-0.067,0.917
1635,4.212,9.06,0.779,50.353,0.71,-0.178,0.692
1636,4.396,9.07,0.759,51.27,0.597,-0.191,0.724
1638,7.241,10.806,0.917,71.48,0.91,0.146,0.289
1639,7.516,10.793,0.923,71.62,0.912,0.125,0.314
1640,7.266,10.74,0.903,71.76,0.864,0.221,0.292
1641,7.496,10.79,0.97,71.9,0.905,0.141,0.253
1642,7.382,10.814,0.921,71.98,0.941,0.161,0.269
1643,7.56,10.8,0.929,72.06,0.944,0.132,0.254
1644,7.434,10.804,0.916,72.14,0.936,0.159,0.324
1645,7.239,10.82,0.933,72.22,0.945,0.202,0.25
1646,7.289,10.853,0.929,72.3,0.935,0.211,0.232
1647,7.369,10.861,0.912,72.4,0.918,0.146,0.246
1648,7.287,10.873,0.914,72.5,0.935,0.17,0.239
1649,7.375,10.881,0.931,72.6,0.942,0.077,0.263
1650,7.398,10.882,0.934,72.7,0.942,0.091,0.25
1651,7.314,10.838,0.936,72.8,0.951,0.091,0.203
1652,7.473,11.05,0.951,71.54,0.919,0.29,0.408
1653,7.525,11.055,0.938,72.26,0.891,0.125,0.342
1654,7.776,11.079,0.947,72.78,0.945,0.139,0.323
1655,7.493,11.098,0.959,73.06,0.949,0.06,0.283
1656,7.572,11.1,0.938,73.2,0.928,0.109,0.21
1657,7.459,11.106,0.928,73.5,0.934,0.088,0.302
1658,7.474,11.115,0.95,73.8,0.925,0.18,0.316
1659,7.509,11.134,0.93,74.1,0.926,0.101,0.301
1660,7.694,11.136,0.949,74.4,0.913,0.036,0.294
1661,7.508,11.081,0.946,74.7,0.917,-0.064,0.28
1662,5.323,8.652,0.712,63.9,0.661,0.122,0.68
1663,4.979,8.654,0.842,64.0,0.748,0.082,0.688
1664,4.465,8.729,0.934,64.1,0.647,0.008,0.743
1665,4.038,8.727,0.576,62.32,0.53,0.131,0.741
1666,3.164,8.563,0.588,60.54,0.467,0.316,0.673
1667,2.688,8.396,0.585,58.76,0.455,0.225,0.663
1668,3.462,8.442,0.464,55.2,0.448,0.045,0.685
1669,6.189,10.613,0.882,68.68,0.63,-0.03,0.846
1670,5.548,10.606,0.83,69.14,0.642,-0.017,0.785
1671,6.229,10.691,0.831,69.6,0.677,0.005,0.821
1682,4.613,7.554,0.724,60.64,0.702,-0.088,0.768
1683,4.432,7.609,0.727,61.08,0.818,0.0,0.659
1684,5.064,7.665,0.701,61.52,0.816,0.018,0.723
1685,4.575,7.682,0.676,61.96,0.744,0.001,0.792
1686,4.381,7.723,0.759,62.4,0.784,0.062,0.679
1687,4.263,7.772,0.751,62.56,0.776,-0.119,0.672
1688,4.497,7.821,0.729,62.72,0.749,-0.073,0.717
1689,4.967,7.87,0.701,62.88,0.693,0.063,0.764
1690,4.896,7.911,0.81,63.04,0.853,0.002,0.698
1691,5.124,7.945,0.844,63.2,0.847,0.022,0.742
1692,5.104,7.987,0.857,63.5,0.703,0.01,0.632
1693,5.829,8.036,0.663,63.8,0.832,0.124,0.718
1697,3.922,7.485,0.783,48.7,0.787,-0.027,0.649
1698,4.318,7.522,0.708,49.6,0.716,-0.013,0.707
1699,4.385,7.549,0.774,50.5,0.562,0.256,0.93
1700,3.408,7.572,0.837,51.4,0.607,0.308,0.903
1701,3.229,7.604,0.813,52.3,0.597,0.139,0.866
1702,4.074,7.649,0.883,53.04,0.736,-0.046,0.816
1703,4.007,7.663,0.832,53.78,0.577,0.213,0.887
1704,3.852,7.699,0.803,54.52,0.654,0.054,0.859
1705,3.483,7.734,0.789,55.26,0.654,0.11,0.878
1706,3.661,7.764,0.79,56.0,0.759,0.149,0.906
1707,2.903,7.8,0.638,56.5,0.775,0.179,0.739
1708,3.347,7.836,0.705,57.0,0.8,0.116,0.654
1709,3.445,7.859,0.675,57.5,0.807,0.153,0.612
1710,3.64,7.886,0.687,58.0,0.85,0.1,0.589
1711,3.786,7.881,0.74,58.5,0.83,0.295,0.521
1712,5.885,9.461,0.894,64.14,0.863,0.331,0.935
1713,5.784,9.508,0.889,64.48,0.87,0.391,0.898
1714,5.636,9.52,0.832,64.82,0.868,0.425,0.933
1715,5.476,9.508,0.893,65.16,0.868,0.525,0.904
1716,6.217,9.576,0.898,65.5,0.86,0.536,0.917
1717,6.664,9.579,0.884,65.72,0.927,0.4,0.923
1718,6.3,9.645,0.906,65.94,0.847,0.38,0.909
1719,6.231,9.667,0.926,66.16,0.781,0.456,0.925
1720,6.985,9.672,0.933,66.38,0.9,0.553,0.92
1721,6.202,9.699,0.866,66.6,0.885,0.316,0.914
1722,6.074,9.729,0.908,66.8,0.924,0.356,0.878
1723,5.939,9.765,0.877,67.0,0.923,0.212,0.884
1724,6.012,9.803,0.873,67.2,0.905,0.259,0.907
1725,6.022,9.824,0.903,67.4,0.898,0.309,0.877
1726,5.885,9.769,0.867,67.6,0.84,0.273,0.918
1727,3.202,7.078,0.435,49.26,0.628,-0.007,0.85
1728,2.808,7.052,0.291,50.18,0.287,-0.055,0.932
1729,2.936,7.146,0.303,51.58,0.584,-0.07,0.832
1730,2.839,7.247,0.444,53.02,0.663,-0.085,0.795
1731,3.768,7.277,0.479,53.5,0.772,-0.069,0.733
1732,3.879,7.306,0.509,53.9,0.73,-0.007,0.815
1733,4.361,7.324,0.508,54.3,0.717,-0.042,0.726
1734,4.023,7.348,0.596,54.7,0.612,-0.007,0.809
1735,4.179,7.375,0.539,55.1,0.617,0.065,0.737
1736,5.832,10.224,0.887,61.76,0.84,0.141,0.917
1737,6.696,10.295,0.858,62.08,0.838,0.087,0.959
1738,6.519,10.263,0.863,62.54,0.775,0.078,0.9
1739,6.168,10.285,0.883,62.82,0.847,0.128,0.948
1740,6.192,10.183,0.916,63.5,0.859,0.015,0.911
1742,5.131,9.222,0.863,65.1,0.624,-0.135,0.732
1743,4.876,9.192,0.715,65.28,0.603,-0.199,0.913
1744,4.464,9.222,0.614,65.46,0.568,-0.176,0.899
1745,5.246,9.24,0.648,65.64,0.536,-0.207,0.886
1746,4.764,9.26,0.68,65.82,0.589,-0.232,0.783
1747,5.132,9.261,0.609,66.0,0.711,-0.226,0.815
1748,4.521,9.262,0.702,66.3,0.614,-0.165,0.811
1749,4.124,9.269,0.717,66.6,0.478,-0.219,0.869
1750,4.741,9.284,0.733,66.9,0.65,-0.191,0.84
1751,4.315,9.283,0.61,67.2,0.659,-0.209,0.889
1752,4.731,9.231,0.719,67.5,0.668,-0.202,0.877
1754,5.623,9.903,0.792,63.32,0.459,-0.178,0.8
1755,5.118,9.899,0.645,63.68,0.415,-0.189,0.785
1756,5.213,9.838,0.755,64.04,0.456,-0.227,0.853
1757,5.49,9.906,0.795,64.4,0.515,-0.187,0.811
1758,5.272,9.996,0.692,64.64,0.446,-0.242,0.649
1759,5.309,10.026,0.739,64.88,0.471,-0.216,0.702
1760,4.888,10.091,0.795,65.12,0.541,-0.229,0.698
1761,5.58,10.124,0.863,65.36,0.649,-0.024,0.764
1762,5.514,10.166,0.851,65.6,0.653,-0.016,0.806
1763,5.326,10.181,0.88,66.0,0.644,-0.065,0.764
1764,5.607,10.238,0.876,66.4,0.644,-0.237,0.671
1765,5.186,10.251,0.847,66.8,0.529,-0.176,0.805
1766,4.872,10.246,0.792,67.2,0.631,-0.136,0.76
1767,4.862,10.219,0.857,67.6,0.51,-0.111,0.774
1778,3.734,7.37,0.76,46.48,0.747,-0.041,0.807
1779,4.456,7.419,0.845,47.46,0.708,-0.001,0.881
1780,4.569,7.471,0.813,48.44,0.578,-0.055,0.848
1781,4.612,7.505,0.852,49.42,0.76,-0.037,0.84
1782,4.193,7.528,0.83,50.4,0.801,-0.015,0.855
1783,4.826,7.586,0.882,51.22,0.733,0.032,0.83
1784,4.309,7.592,0.885,52.04,0.649,0.081,0.838
1785,3.71,7.595,0.878,52.86,0.763,0.053,0.82
1786,3.77,7.611,0.821,53.68,0.834,0.009,0.898
1787,4.238,7.627,0.747,54.5,0.758,0.135,0.873
1788,4.233,7.637,0.754,54.9,0.739,0.132,0.811
1789,4.001,7.638,0.74,55.3,0.772,0.06,0.816
1790,4.322,7.66,0.74,55.7,0.729,0.079,0.856
1791,4.948,7.688,0.805,56.1,0.704,0.139,0.826
1792,4.641,7.684,0.8,56.5,0.687,0.147,0.878
1793,4.804,9.38,0.852,60.12,0.624,-0.257,0.929
1794,5.252,9.459,0.82,60.64,0.494,-0.241,0.968
1795,5.172,9.488,0.86,61.16,0.487,-0.265,0.929
1796,5.166,9.332,0.845,61.68,0.46,-0.241,0.962
1797,5.058,9.374,0.884,62.2,0.484,-0.189,0.954
1798,5.083,9.431,0.859,62.5,0.579,-0.228,0.933
1799,5.03,9.436,0.898,62.8,0.564,-0.223,0.896
1800,4.711,9.438,0.897,63.1,0.569,-0.216,0.937
1801,4.297,9.426,0.877,63.4,0.533,0.084,0.927
1802,3.965,9.327,0.909,63.7,0.431,-0.033,0.952
1803,4.029,9.353,0.885,64.0,0.503,0.011,0.891
1804,4.311,9.382,0.858,64.3,0.599,-0.002,0.937
1805,4.662,9.42,0.901,64.6,0.663,-0.074,0.943
1806,4.702,9.458,0.883,64.9,0.715,-0.081,0.885
1807,5.27,9.428,0.885,65.2,0.784,0.126,0.946
1808,6.734,11.367,0.903,65.92,0.898,-0.033,0.203
1809,6.866,10.975,0.885,66.28,0.849,0.019,0.339
1810,7.097,10.914,0.912,66.4,0.878,0.057,0.355
1822,6.802,10.699,0.97,70.46,0.838,0.336,0.498
1823,6.986,10.689,0.954,70.74,0.759,0.331,0.548
1824,6.907,10.638,0.964,71.02,0.816,0.341,0.559
1825,7.029,10.649,0.955,71.3,0.841,0.403,0.587
1826,6.869,10.657,0.949,71.38,0.9,0.336,0.438
1827,6.881,10.664,0.935,71.46,0.889,0.371,0.425
1828,6.918,10.679,0.937,71.54,0.905,0.346,0.568
1829,6.758,10.697,0.91,71.62,0.857,0.355,0.484
1830,6.515,10.712,0.936,71.7,0.833,0.3,0.456
1831,6.824,10.724,0.954,71.9,0.821,0.25,0.458
1832,7.103,10.736,0.937,72.1,0.813,0.291,0.419
1833,7.233,10.743,0.928,72.3,0.838,0.226,0.404
1834,7.157,10.751,0.943,72.5,0.854,0.271,0.485
1835,6.798,10.626,0.929,72.7,0.885,0.203,0.49
1838,7.28,10.922,0.953,68.38,0.878,0.255,0.668
1839,7.158,10.888,0.912,68.54,0.831,0.201,0.665
1840,7.164,10.905,0.926,68.7,0.828,0.244,0.69
1841,7.115,10.913,0.922,68.68,0.863,0.161,0.697
1842,7.026,10.928,0.903,68.66,0.823,0.215,0.71
1843,7.249,10.939,0.925,68.64,0.792,0.274,0.747
1844,7.151,10.956,0.902,68.62,0.866,0.221,0.702
1845,6.864,10.977,0.904,68.6,0.849,0.219,0.698
1846,6.804,10.986,0.897,68.5,0.758,0.144,0.739
1847,6.992,11.001,0.921,68.4,0.868,0.197,0.681
1848,6.883,11.025,0.904,68.3,0.825,0.116,0.71
1849,6.944,11.043,0.917,68.2,0.836,0.144,0.707
1850,7.028,11.001,0.937,68.1,0.85,0.034,0.678
1851,5.786,9.543,0.912,67.44,0.807,-0.113,0.477
1852,5.694,9.604,0.875,67.58,0.786,-0.165,0.614
1853,5.664,9.671,0.879,67.72,0.808,-0.143,0.597
1854,6.296,9.71,0.924,67.86,0.825,-0.118,0.544
1855,6.062,9.782,0.893,68.0,0.832,-0.158,0.471
1856,6.554,9.83,0.891,68.14,0.851,-0.08,0.556
1857,6.45,9.861,0.865,68.28,0.871,0.067,0.615
1858,6.444,9.904,0.917,68.42,0.888,-0.043,0.586
1859,6.561,9.932,0.902,68.56,0.904,-0.073,0.533
1860,6.628,9.932,0.891,68.7,0.917,-0.032,0.673
1861,6.171,9.946,0.9,68.8,0.886,-0.072,0.676
1862,6.336,9.968,0.914,68.9,0.898,-0.091,0.627
1863,6.372,9.98,0.917,69.0,0.876,-0.097,0.683
1864,6.6,9.979,0.933,69.1,0.903,-0.095,0.599
1865,6.31,9.937,0.921,69.2,0.908,-0.084,0.491
1866,5.232,8.193,0.903,61.44,0.784,-0.115,0.609
1870,5.739,8.493,0.924,63.4,0.934,0.042,0.522
1871,6.019,8.55,0.933,63.6,0.914,-0.037,0.463
1872,5.94,8.607,0.963,63.8,0.95,-0.034,0.434
1873,6.049,8.659,0.952,64.0,0.954,0.061,0.536
1874,5.972,8.714,0.968,64.2,0.98,0.375,0.471
1876,6.421,8.782,0.942,64.8,0.985,0.123,0.465
1877,6.205,8.818,0.921,65.1,0.97,0.318,0.52
1878,6.154,8.853,0.915,65.4,0.97,0.304,0.511
1880,6.525,9.46,0.946,65.46,0.798,-0.031,0.646
1881,6.258,9.701,0.922,65.58,0.678,-0.225,0.776
1882,7.189,9.542,0.945,65.64,0.677,-0.116,0.828
1883,7.478,9.717,0.932,65.7,0.768,-0.155,0.754
1884,6.58,9.822,0.931,65.74,0.766,-0.226,0.772
1885,7.067,9.826,0.932,65.78,0.804,-0.193,0.743
1886,6.553,9.739,0.896,65.82,0.642,-0.22,0.837
1887,6.136,9.557,0.904,65.86,0.57,-0.199,0.827
1888,5.569,9.001,0.911,65.9,0.512,-0.117,0.813
1889,4.041,9.01,0.902,66.1,0.458,-0.155,0.89
1890,5.071,9.073,0.896,66.3,0.636,-0.169,0.844
1895,5.422,8.394,0.856,66.02,0.918,0.089,0.754
1896,5.48,8.44,0.805,66.18,0.889,0.201,0.789
1897,5.304,8.483,0.815,66.34,0.834,-0.062,0.838
1898,5.296,8.535,0.787,66.5,0.831,-0.006,0.743
1899,5.767,8.585,0.898,66.66,0.818,0.105,0.742
1900,5.535,8.626,0.775,66.82,0.856,-0.11,0.815
1901,5.023,8.668,0.759,66.98,0.92,-0.027,0.771
1904,5.062,8.82,0.876,67.5,0.894,-0.09,0.799
1906,5.296,8.934,0.832,67.9,0.909,-0.041,0.808
1907,5.467,8.992,0.848,68.1,0.952,-0.126,0.788
1909,4.809,8.278,0.756,54.0,0.644,-0.052,0.832
1910,4.35,8.453,0.727,54.3,0.659,-0.104,0.853
1911,3.746,8.336,0.663,54.3,0.638,-0.173,0.754
1912,4.061,8.236,0.682,54.3,0.706,-0.171,0.793
1913,4.218,8.242,0.694,54.3,0.543,-0.179,0.885
1914,3.968,8.117,0.638,54.3,0.664,-0.157,0.885
1915,2.983,7.858,0.669,54.3,0.61,-0.139,0.829
1920,4.824,7.817,0.798,44.26,0.721,-0.006,0.785
1921,3.998,7.871,0.688,45.72,0.682,-0.067,0.948
1922,4.73,7.918,0.624,47.18,0.717,0.056,0.89
1923,5.26,7.978,0.782,48.64,0.696,-0.096,0.917
1924,4.999,8.071,0.864,50.84,0.663,0.003,0.882
1925,5.013,8.114,0.78,51.58,0.788,0.008,0.806
1926,5.244,8.131,0.761,52.32,0.77,-0.104,0.732
1927,4.346,8.146,0.706,53.06,0.812,-0.011,0.809
1928,4.843,8.144,0.691,53.8,0.759,-0.039,0.871
1929,4.348,8.151,0.767,54.3,0.812,0.122,0.771
1930,3.933,8.156,0.744,54.8,0.823,0.14,0.74
1931,4.041,8.167,0.718,55.3,0.791,0.048,0.811
1932,3.307,8.155,0.638,55.8,0.811,0.077,0.832
1933,4.838,8.117,0.767,56.3,0.75,0.056,0.81
1934,3.826,7.711,0.822,41.58,0.431,-0.076,0.905
1935,3.28,7.666,0.828,42.86,0.456,-0.082,0.946
1936,3.174,7.461,0.843,44.14,0.344,-0.09,0.964
1937,4.056,7.563,0.806,45.42,0.411,-0.078,0.931
1938,4.682,7.729,0.857,46.7,0.665,-0.093,0.828
1939,4.846,7.846,0.865,48.12,0.633,-0.088,0.83
1940,4.955,7.983,0.896,49.54,0.47,-0.103,0.859
1941,4.69,7.985,0.799,50.96,0.576,-0.104,0.831
1942,4.184,7.991,0.766,52.38,0.642,-0.074,0.82
1943,3.703,7.992,0.736,53.8,0.667,-0.123,0.81
1944,3.735,7.984,0.768,54.4,0.733,-0.095,0.724
1945,3.638,8.016,0.754,55.0,0.753,-0.098,0.751
1946,3.616,8.049,0.775,55.6,0.763,-0.068,0.844
1947,2.694,7.95,0.759,56.2,0.632,-0.064,0.831
1948,3.16,7.829,0.717,56.8,0.643,-0.009,0.789
